acao_legislativa,autor,casa,data,descricao_ementa,identificacao,id_principal,local,id_documento
NA,Senador Wellington Fagundes (PL/MT),senado,18/04/2018,NA, EMENDA 16-T - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",93
NA,Senador Wellington Fagundes (PL/MT),senado,18/04/2018,NA, EMENDA 17-T - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",94
NA,Senador Wellington Fagundes (PL/MT),senado,18/04/2018,NA, EMENDA 18-T - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",95
NA,Senador Wellington Fagundes (PL/MT),senado,18/04/2018,NA, EMENDA 19-T - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",96
NA,Senador Wellington Fagundes (PL/MT),senado,18/04/2018,NA, EMENDA 20-T - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",97
NA,Senador Wellington Fagundes (PL/MT),senado,18/04/2018,NA, EMENDA 21-T - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",98
NA,Senador Wellington Fagundes (PL/MT),senado,18/04/2018,NA, EMENDA 22-T - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",99
NA,Senador Wellington Fagundes (PL/MT),senado,18/04/2018,NA, EMENDA 23-T - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",100
NA,Senador Wellington Fagundes (PL/MT),senado,18/04/2018,NA, EMENDA 24-T - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",101
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 25 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",102
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 26 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",103
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 27 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",104
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 28 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",105
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 29 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",106
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 30 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",107
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 31 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",108
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 32 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",109
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 33 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",110
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 34 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",111
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 35 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",112
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 36 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",113
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 37 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",114
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 38 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",115
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 39 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",116
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 40 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",117
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 41 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",118
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 42 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",119
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 43 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",120
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 44 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",121
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 45 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",122
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 46 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",123
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 47 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",124
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 48 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",125
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 49 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",126
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 50 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",127
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 51 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",128
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 52 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",129
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 53 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",130
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 54 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",131
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 55 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",132
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 56 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",133
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 57 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",134
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 58 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",135
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 59 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",136
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 60 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",137
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 61 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",138
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 62 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",139
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 63 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",140
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 64 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",141
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 65 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",142
NA,Senador Randolfe Rodrigues (REDE/AP),senado,24/04/2018,NA, EMENDA 66 - PLS 168/2018 ,132865,"Comissão de Constituição, Justiça e Cidadania",143
NA,Senador Randolfe Rodrigues (REDE/AP),senado,09/05/2018,Requerimento remessa CTFC. *** O requerimento deixa de ser lido em virtude do término da legislatura e será arquivado., Requerimento ,132865,Plenário do Senado Federal,144
NA,Senador Randolfe Rodrigues (REDE/AP),senado,09/05/2018,Requerimento remessa CI. *** O requerimento deixa de ser lido em virtude do término da legislatura e será arquivado., Requerimento ,132865,Plenário do Senado Federal,145
NA,Senador Randolfe Rodrigues (REDE/AP),senado,09/05/2018,Remessa CDH. *** O requerimento deixa de ser lido em virtude do término da legislatura e será arquivado., Requerimento ,132865,Plenário do Senado Federal,146
NA,NA,senado,28/05/2009,NA, Legislação citada ,91341,NA,147
"Leitura do Requerimento n° 1.237, de 2009, do Senador Arthur Virgílio, em que solicita, nos termos do art. 258 do Regimento Interno do Senado Federal, a tramitação conjunta do PLS nº 229, de 2009, e do PLS nº 248, de 2009, todos Complementares, por tratarem da mesma matéria. À Mesa, para decisão. À SGM.",NA,senado,15/09/2009,NA, Avulso de requerimento ,91341,SUBSECRETARIA DE ATA - PLENÁRIO,148
"Recebido o Relatório do Senador Arthur Virgílio, com voto pela aprovação dos PLS's n°s 229 e 248, de 2009, nos termos da Emenda Substitutiva que apresenta. Matéria pronta para a Pauta na Comissão. (Tramitam em conjunto os PLS's nºs 229 e 248, de 2009 - Complementares).",Senador Arthur Virgílio (PSDB/AM),senado,13/11/2009,NA, Relatório Legislativo ,91341,"Comissão de Constituição, Justiça e Cidadania",149
"Na 53ª Reunião Ordinária, convocada para os dias 25 e 26 de novembro de 2009, a Comissão aprova o Relatório do Senador Arthur Virgílio, que passa a constituir o Parecer da CCJ, favorável ao Projeto nos termos da Emenda nº 1-CCJ (Substitutivo), em 25/11/2009. (Tramitam em conjunto os PLS nº 229, de 2009-Complementar, e 248, de 2009-Complementar)",NA,senado,25/11/2009,NA, Parecer ,91341,"Comissão de Constituição, Justiça e Cidadania",150
"Recebido o relatório do Senador Arthur Virgílio, com voto favorável aos Projetos de Lei do Senado nºs 175, 229, e 248, de 2009, nos termos do Substitutivo que apresenta, e pela prejudicialidade do PLS nº 450, de 2009. Matéria pronta para a Pauta na Comissão. (Tramitam em conjunto os PLS's nºs 175, 229, 248 e 450, de 2009). ",Senador Arthur Virgílio (PSDB/AM),senado,15/06/2010,NA, Relatório Legislativo ,91341,"Comissão de Constituição, Justiça e Cidadania",151
"Na 34ª Reunião Ordinária, realizada nesta data, a Comissão aprova o Relatório do Senador Arthur Virgílio, que passa a constituir o Parecer da CCJ, favorável aos PLS nº 175, 229 e 248, de 2009, nos termos da Emenda nº 1-CCJ (Substitutivo) ao PLS nº 229, de 2009, e pela prejudicialidade do PLS nº 450, de 2009. (Tramitam em conjunto os PLS's nºs 175, 229, 248 e 450, de 2009).",NA,senado,23/06/2010,NA, Parecer ,91341,"Comissão de Constituição, Justiça e Cidadania",152
"Devolvido pelo Relator, Senador Francisco Dornelles, com relatório favorável ao PLS nº 229 de 2009, nos termos do Substitutivo que apresenta, e pela rejeição dos PLS nºs 248 de 2009, 450 de 2009 e 175 de 2009. Cópia anexada ao processado às fls. 331 a 422.",Senador Francisco Dornelles (PP/RJ),senado,21/12/2010,NA, Relatório Legislativo ,91341,Comissão de Assuntos Econômicos,153
"Devolvido pelo Relator, Senador Francisco Dornelles, com relatório favorável ao PLS nº 229 de 2009, nos termos do Substitutivo que apresenta, e pela rejeição dos PLS nºs 175 de 2009, 248 de 2009 e 450 de 2009. Cópia anexada ao processado às fls. 423-455. (Tramitam em conjunto os PLS's nºs 175, 229, 248 e 450 de 2009)",Senador Francisco Dornelles (PP/RJ),senado,18/06/2012,NA, Relatório Legislativo ,91341,Comissão de Assuntos Econômicos,154
"Devolvido pelo relator, Senador Ricardo Ferraço, com relatório favorável ao projeto nos termos do substitutivo que apresenta (fls. 480-534).",Senador Ricardo Ferraço (MDB/ES),senado,02/07/2015,NA, Relatório Legislativo ,91341,Comissão de Assuntos Econômicos,155
"Em reunião realizada em 25/8/2015, foi aprovado o Requerimento nº 30/2015-CAE, de iniciativa do Senador Delcídio do Amaral, o qual requer a realização de audiência pública com a finalidade de instruir o Projeto de Lei do Senado nº 229 de 2009. Requerimento anexado ao processado (fls. 535-536).",NA,senado,25/08/2015,RQE 30/2015, Requerimento. ,91341,Comissão de Assuntos Econômicos,156
"O relator, senador Ricardo Ferraço, apresentou nesta data relatório reformulado, favorável ao projeto nos termos do substitutivo que apresenta (fls. 540-593).",Senador Ricardo Ferraço (MDB/ES),senado,02/12/2015,NA, Relatório Legislativo ,91341,Comissão de Assuntos Econômicos,157
"O relator, senador Ricardo Ferraço, apresentou relatório reformulado, favorável ao projeto nos termos do substitutivo que apresenta (fls 594-638).",Senador Ricardo Ferraço (PSDB/ES),senado,16/05/2016,NA, Relatório Legislativo ,91341,Comissão de Assuntos Econômicos,158
"Em reunião realizada nesta data, a Comissão aprova o relatório do senador Ricardo Ferraço, que passa a constituir o parecer da CAE, favorável ao projeto nos termos da Emenda nº 2-CAE (substitutivo). Anexada, à fl. 639, cópia do relatório de registro de presença.",Senador Ricardo Ferraço (PSDB/ES),senado,17/05/2016,NA, Parecer ,91341,Comissão de Assuntos Econômicos,159
"Em reunião realizada nesta data, a Comissão aprova o relatório do senador Ricardo Ferraço, que passa a constituir o parecer da CAE, favorável ao projeto nos termos da Emenda nº 2-CAE (substitutivo). Anexada, à fl. 639, cópia do relatório de registro de presença.",NA,senado,17/05/2016,NA, Parecer ,91341,Comissão de Assuntos Econômicos,160
"Em reunião realizada nesta data, a Comissão aprova o relatório do senador Ricardo Ferraço, que passa a constituir o parecer da CAE, favorável ao projeto nos termos da Emenda nº 2-CAE (substitutivo). Anexada, à fl. 639, cópia do relatório de registro de presença.",NA,senado,17/05/2016,Relatório de registro de presença, Anexo ,91341,Comissão de Assuntos Econômicos,161
"Encaminhados à publicação os seguintes pareceres: - Parecer nº 503, de 2016-CCJ, 1º pronunciamento, relator Senador Arthur Virgílio, favorável, nos termos do Substitutivo que apresenta - Emenda nº 1-CCJ; - Parecer nº 504, de 2016-CCJ, 2º pronunciamento, relator Senador Arthur Virgílio, favorável, nos termos do Substitutivo que apresenta - Emenda nº 2-CCJ; e - Parecer nº 505, de 2016-CCJ, relator Senador Ricardo Ferraço, favorável, nos termos do Substitutivo que apresenta - Emenda nº 3-CAE. ************* Retificado em 19/05/2016************* ONDE SE LÊ: - Parecer nº 505, de 2016-CCJ, relator Senador Ricardo Ferraço, favorável, nos termos do Substitutivo que apresenta - Emenda nº 3-CAE. LEIA-SE: - Parecer nº 505, de 2016-CAE, relator Senador Ricardo Ferraço, favorável, nos termos do Substitutivo que apresenta - Emenda nº 3-CAE",NA,senado,18/05/2016,"Parecer nº 503, de 2016-CCJ (1º pronunciamento)", Avulso de parecer ,91341,Plenário do Senado Federal,162
"Encaminhados à publicação os seguintes pareceres: - Parecer nº 503, de 2016-CCJ, 1º pronunciamento, relator Senador Arthur Virgílio, favorável, nos termos do Substitutivo que apresenta - Emenda nº 1-CCJ; - Parecer nº 504, de 2016-CCJ, 2º pronunciamento, relator Senador Arthur Virgílio, favorável, nos termos do Substitutivo que apresenta - Emenda nº 2-CCJ; e - Parecer nº 505, de 2016-CCJ, relator Senador Ricardo Ferraço, favorável, nos termos do Substitutivo que apresenta - Emenda nº 3-CAE. ************* Retificado em 19/05/2016************* ONDE SE LÊ: - Parecer nº 505, de 2016-CCJ, relator Senador Ricardo Ferraço, favorável, nos termos do Substitutivo que apresenta - Emenda nº 3-CAE. LEIA-SE: - Parecer nº 505, de 2016-CAE, relator Senador Ricardo Ferraço, favorável, nos termos do Substitutivo que apresenta - Emenda nº 3-CAE",NA,senado,18/05/2016,"Parecer nº 504, de 2016-CCJ (2º pronunciamento)", Avulso de parecer ,91341,Plenário do Senado Federal,163
"Encaminhados à publicação os seguintes pareceres: - Parecer nº 503, de 2016-CCJ, 1º pronunciamento, relator Senador Arthur Virgílio, favorável, nos termos do Substitutivo que apresenta - Emenda nº 1-CCJ; - Parecer nº 504, de 2016-CCJ, 2º pronunciamento, relator Senador Arthur Virgílio, favorável, nos termos do Substitutivo que apresenta - Emenda nº 2-CCJ; e - Parecer nº 505, de 2016-CCJ, relator Senador Ricardo Ferraço, favorável, nos termos do Substitutivo que apresenta - Emenda nº 3-CAE. ************* Retificado em 19/05/2016************* ONDE SE LÊ: - Parecer nº 505, de 2016-CCJ, relator Senador Ricardo Ferraço, favorável, nos termos do Substitutivo que apresenta - Emenda nº 3-CAE. LEIA-SE: - Parecer nº 505, de 2016-CAE, relator Senador Ricardo Ferraço, favorável, nos termos do Substitutivo que apresenta - Emenda nº 3-CAE",NA,senado,18/05/2016,"Parecer nº 505, de 2016-CAE", Avulso de parecer ,91341,Plenário do Senado Federal,164
"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar. À Câmara dos Deputados. *** DETALHAMENTO DA AÇÃO LEGISLATIVA *** Discussão encerrada. Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67. Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ. Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar. Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira. Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN. Discussão encerrada, em turno suplementar. Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55. Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016) À Câmara dos Deputados.",NA,senado,07/06/2016,"Votação nominal, em turno suplementar, do Substitutivo e das emendas ao PLS 229/2009.", Listagem ou relatório descritivo ,91341,Plenário do Senado Federal,165
"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar. À Câmara dos Deputados. *** DETALHAMENTO DA AÇÃO LEGISLATIVA *** Discussão encerrada. Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67. Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ. Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar. Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira. Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN. Discussão encerrada, em turno suplementar. Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55. Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016) À Câmara dos Deputados.",NA,senado,07/06/2016,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009", Listagem ou relatório descritivo ,91341,Plenário do Senado Federal,166
